"","NUMBOL","Tipo","P1","P2","P4","P6","P10","P12","P14","P15A","P16","P17","P20","P23","P28","P30","P31A","P32","P33","P34","P35","P36A","P129A","P130A","P131A","P132A","P133A","P134","P135","P136","P137","P138","P139","P140","P148","P149","P150","P151","P152","P153","P154A","P155","P156A","P156B","P156C","P156D","P156E","P156F","P156G","P156H","P156I","P156J","P156K","P157","P158","P159","P160","CodP160","Ponderador5536","Nse"
"92",106,"1",61,"1","2","1","1","1",2100,"1","1","2","1","3","1",450,"1","1","2",30,"3","1","1","5","1","1","5","1","5","3","1","7","1","3","1","7","2","1","SB","7","4","1","1","1","1","2","2","1","2","2","1","2","2","4","1","1","El Alto","24",1.66029585357411,"3"
"93",107,"1",23,"1","2","2","9","1",2100,"1","1","2","1","3","1",750,"1","1","3",100,"4","1","1","1","1","1","3","1","1","1","1","1","1","1","2","3","2","1","CP","3","2","2","1","1","1","2","2","1","2","1","2","2","2","5","1","1","El Alto","24",1.66029585357411,"2"
"94",108,"1",19,"1","1","1","7","1",2500,"6","2","2","1","1","1",1470,"1","1","1",10,"5","1","6","5","4","6","5","5","4","1","6","2","1","6","2","6","1","1","ES","5","5","4","1","1","1","2","1","1","2","1","2","2","2","4","1","1","El Alto","24",1.66029585357411,"3"
"95",109,"1",44,"1","2","1","7","1",3500,"1","1","2","1","1","1",150,"1","2","3",100,"2","1","2","5","5","1","3","5","1","1","1","7","2","2","1","8","2","1","AS","8","1","5","1","1","1","1","1","1","2","2","1","1","2","3","1","1","El Alto","24",1.66029585357411,"5"
"96",110,"1",17,"1","2","1","6","1",3000,"4","1","2","1","1","1",500,"1","1","3",30,"5","1","1","1","4","4","1","1","4","4","4","4","5","5","1","2","1","1","ES","3","1","2","1","1","1","1","1","1","1","2","1","2","2","4","1","1","El Alto","24",1.66029585357411,"3"
"97",111,"1",32,"1","2","2","9","1",2500,"1","2","2","1","3","1",1200,"1","1","3",150,"5","1","1","1","6","6","3","6","1","1","1","2","3","2","1","3","2","1","CP","3","1","2","1","1","1","2","2","1","1","1","2","1","2","4","1","1","El Alto","24",1.66029585357411,"2"
"98",112,"1",33,"1","1","1","4","1",600,"1","1","2","1","1","1",1500,"1","1","2",300,"4","1","1","1","1","1","1","6","1","3","1","7","7","7","2","3","2","1","AC","7","1","5","1","1","1","1","1","1","1","1","3","2","2","3","1","1","El Alto","24",1.66029585357411,"5"
"99",113,"1",21,"1","2","1","7","1",5000,"1","1","2","1","1","1",700,"1","1","2",10,"4","1","1","6","6","6","6","6","6","3","3","2","3","6","1","4","1","1","ES","3","1","3","1","1","1","1","1","1","1","1","3","2","2","2","1","1","El Alto","24",1.66029585357411,"4"
"100",114,"1",43,"1","1","1","7","1",7300,"1","1","2","1","3","1",300,"1","2","1",750,"3","1","3","1","5","1","5","1","3","3","3","7","7","3","1","8","2","1","NP","8","1","6","1","1","1","1","1","1","1","1","2","1","1","5","1","1","El Alto","24",1.66029585357411,"5"
"101",115,"1",42,"1","1","1","4","1",2500,"4","1","2","2","1","1",1000,"1","2","3",250,"5","1","1","1","5","5","1","6","6","6","6","6","6","6","2","3","2","1","CP","7","1","3","1","1","1","2","2","1","1","2","1","2","2","6","1","1","El Alto","24",1.66029585357411,"3"
"102",116,"1",53,"1","2","1","7","1",2100,"1","1","2","1","1","1",500,"1","1","2",70,"5","1","1","1","1","5","5","5","7","1","1","7","1","2","1","7","2","1","AS","7","1","5","1","1","1","1","1","1","1","1","1","2","1","3","1","1","El Alto","24",1.66029585357411,"5"
"103",117,"1",14,"1","1","1","1","1",1500,"1","1","2","1","1","1",450,"1","1","1",30,"4","1","1","5","5","5","8","5","5","5","5","5","5","5","1","2","1","1","ES","7","1","5","1","1","1","1","1","1","2","1","1","2","2","3","1","1","El Alto","24",1.66029585357411,"5"
"104",118,"1",15,"1","1","1","2","1",1200,"1","1","2","1","1","1",2000,"1","1","1",20,"2","1","1","5","8","6","3","1","6","1","3","7","1","7","2","2","1","1","ES","7","1","2","1","1","1","1","1","1","1","1","4","1","1","4","1","1","El Alto","24",1.66029585357411,"5"
"105",119,"1",14,"1","2","2","3","1",2000,"3","2","2","1","3","1",550,"1","1","1",40,"4","1","5","2","3","1","1","1","5","1","5","2","5","1","1","2","1","1","ES","1","1","2","1","1","1","2","2","2","2","1","2","2","2","5","1","2","Caranavi","11",1.5290909921583,"1"
"106",120,"1",37,"1","2","1","4","1",2800,"3","1","2","1","2","1",900,"1","2","2",200,"3","1","2","1","1","1","5","1","5","4","1","4","5","4","2","7","2","1","PI","3","1","2","1","1","1","2","2","1","2","2","2","2","2","3","1","2","Caranavi","11",1.5290909921583,"2"
"107",121,"1",20,"1","2","1","2","1",3500,"2","1","2","1","2","1",1900,"1","1","1",50,"2","1","1","3","1","1","5","6","5","1","1","6","1","6","2","3","1","1","ES","1","1","1","1","1","1","2","1","2","2","1","2","2","2","5","1","2","Caranavi","11",1.5290909921583,"2"
"108",122,"1",36,"1","2","2","9","1",1200,"1","2","1","1","3","1",900,"1","1","1",80,"4","1","7","1","1","1","1","5","5","2","2","2","3","1","1","3","2","2","CP","3","2","3","1","1","1","2","2","1","2","2","1","2","2","3","1","2","Patacamaya","48",1.5290909921583,"2"
"109",123,"1",15,"1","2","2","1","1",4000,"2","2","2","1","3","1",450,"4","2","1",10,"5","1","1","6","3","1","3","6","1","1","6","6","1","6","1","2","1","1","ES","1","1","2","1","1","1","2","2","2","2","1","1","2","1","7","1","2","Patacamaya","48",1.5290909921583,"2"
"110",124,"1",22,"1","2","1","4","1",3000,"1","2","2","2","2","1",1600,"1","1","1",280,"3","1","3","1","1","1","3","6","3","1","4","5","1","1","2","6","1","1","AS","1","1","3","1","1","1","2","1","2","2","1","2","1","1","6","1","2","Patacamaya","48",1.5290909921583,"4"
"111",125,"1",19,"1","2","2","1","1",1000,"1","2","2","1","3","1",1600,"1","1","2",30,"3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","3","1","1","ES","1","1","1","2","2","1","2","2","2","2","1","1","2","2","6","1","3","Villa Viluyo","90",1.87654571814034,"1"
"112",126,"1",16,"1","2","2","9","1",950,"4","2","2","2","3","1",900,"1","1","2",10,"3","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","1","1","ES","1","2","1","2","2","1","2","2","2","2","1","1","2","2","4","1","3","Mallku Originario","39",1.87654571814034,"1"
"113",127,"1",17,"1","2","1","5","1",1500,"1","2","2","2","3","1",600,"1","1","2",150,"4","1","1","1","5","1","3","1","1","1","1","7","6","6","1","2","1","1","ES","3","1","2","1","1","1","2","2","1","2","1","2","2","2","5","1","1","El Alto","24",1.66029585357411,"2"
"114",128,"1",26,"1","2","1","5","1",3600,"1","2","1","2","3","1",1800,"1","1","1",200,"5","1","1","1","5","1","5","5","7","1","1","7","7","6","1","7","1","1","AS","1","1","3","1","1","1","2","2","1","1","1","2","2","2","4","1","1","El Alto","24",1.66029585357411,"2"
"115",129,"1",15,"1","2","1","4","1",3500,"4","2","2","2","3","1",950,"1","1","3",150,"2","1","7","7","1","5","1","5","7","1","4","7","7","6","2","2","1","1","ES","7","1","3","1","1","1","2","2","1","2","2","1","2","2","4","1","1","El Alto","24",1.66029585357411,"3"
"116",130,"1",36,"1","2","1","7","1",1800,"1","2","2","1","3","1",3200,"1","1","1",200,"4","1","1","1","1","1","8","1","1","1","2","7","7","6","2","5","2","1","NP","5","1","2","1","1","1","2","2","1","2","1","1","2","2","4","1","1","El Alto","24",1.66029585357411,"2"
"117",131,"1",28,"1","2","1","3","1",3500,"6","2","2","1","3","1",800,"1","1","1",150,"4","1","6","6","5","1","5","6","7","1","1","7","7","6","2","7","1","1","AS","3","1","3","1","1","1","2","2","1","1","1","2","1","2","5","1","1","El Alto","24",1.66029585357411,"3"
"118",132,"1",23,"1","2","1","7","1",3500,"6","2","2","1","3","1",1500,"1","1","2",200,"4","1","6","6","5","6","6","6","7","7","7","7","7","6","2","6","1","1","ES","2","1","3","1","1","1","2","2","1","2","2","2","1","2","6","1","1","El Alto","24",1.66029585357411,"3"
"119",133,"1",21,"1","2","1","7","1",3000,"6","2","2","2","3","1",1200,"1","1","1",150,"4","1","6","6","5","1","6","6","7","7","1","7","7","6","1","6","1","1","ES","3","1","3","1","1","1","2","2","1","1","1","2","2","2","6","1","1","El Alto","24",1.66029585357411,"3"
"120",135,"1",25,"1","2","2","9","1",1300,"1","2","2","1","3","1",600,"1","1","2",40,"5","1","1","1","5","1","5","5","5","5","5","1","1","1","2","3","1","1","AC","3","1","2","1","2","1","2","2","2","2","2","1","2","2","4","1","2","Tumarapi","84",1.5290909921583,"1"
"121",137,"1",22,"1","2","2","1","1",800,"1","2","2","1","3","1",400,"1","1","2",40,"4","1","1","1","5","1","2","1","1","1","1","1","1","1","1","6","1","1","ES","1","1","1","2","2","1","2","2","2","2","1","1","2","2","2","1","3","Villa Viluyo","90",1.87654571814034,"1"
"122",138,"1",17,"1","2","2","8","1",800,"4","2","2","1","3","1",250,"1","1","2",20,"5","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","1","2","ES","1","5","1","2","2","1","2","2","2","2","1","1","2","2","7","1","3","Villa Viluyo","90",1.87654571814034,"1"
"123",139,"1",33,"1","2","2","1","1",1800,"4","2","1","2","3","1",800,"1","1","2",150,"3","1","6","6","6","1","1","1","1","1","1","1","1","1","1","3","2","1","AS","2","1","2","2","2","1","2","2","2","2","2","0","2","2","7","1","3","Molinos","41",1.87654571814034,"1"
"124",140,"1",27,"1","2","2","8","1",1800,"1","2","2","2","3","2",200,"1","1","2",20,"3","4","1","1","1","1","1","1","1","1","1","1","1","1","2","2","1","1","CP","1","1","1","1","2","1","2","2","2","2","2","1","2","2","2","1","3","Molinos","41",1.87654571814034,"1"
"125",141,"1",27,"1","2","1","8","1",800,"1","2","2","1","3","1",550,"1","1","2",40,"3","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","2","1","AC","3","2","1","1","2","1","2","2","2","2","2","0","2","2","10","1","3","Molinos","41",1.87654571814034,"2"
"126",142,"1",36,"1","2","2","8","1",590,"4","2","1","2","3","1",480,"1","1","2",20,"3","1","1","1","5","6","1","1","1","1","3","3","4","4","2","3","1","1","AC","1","4","2","1","1","1","2","2","2","2","1","0","2","2","6","1","3","Santa Rosa","73",1.87654571814034,"1"
"127",143,"1",20,"1","2","2","9","1",1000,"1","2","2","1","3","1",700,"1","1","2",10,"2","1","1","1","6","1","2","1","1","1","1","1","1","1","2","2","2","1","AC","2","1","4","1","2","1","2","2","2","2","2","1","2","2","5","1","3","Santa Rosa","73",1.87654571814034,"2"
"128",144,"1",16,"1","2","2","9","1",650,"2","2","1","2","3","1",770,"1","1","2",70,"4","1","5","1","5","5","2","1","2","1","2","1","5","5","1","2","1","1","ES","1","1","2","1","2","1","2","2","2","2","2","1","2","2","4","1","3","Machac Huyo","38",1.87654571814034,"1"
"129",145,"1",50,"1","2","2","1","1",800,"1","2","2","1","3","1",1900,"1","1","2",200,"3","1","1","5","5","5","5","5","5","5","1","1","1","1","1","2","1","1","CP","2","1","4","1","2","1","2","2","2","2","1","1","2","2","2","1","2","Ixiamas","31",1.5290909921583,"2"
"130",146,"1",36,"1","2","2","2","1",1000,"1","2","2","1","3","1",2000,"1","1","2",100,"2","1","1","5","5","5","1","5","2","5","1","2","1","2","1","2","1","1","CP","2","1","3","1","2","1","2","2","2","2","1","1","2","2","3","1","2","Colquencha","19",1.5290909921583,"2"
"131",148,"1",47,"1","2","2","9","1",3800,"1","2","2","1","3","1",950,"1","1","1",20,"3","1","1","1","5","1","2","1","2","2","3","3","1","6","1","4","2","1","NP","4","1","2","1","2","1","2","2","2","2","1","1","2","2","5","1","3","Jatuquira","32",1.87654571814034,"1"
"132",149,"1",42,"1","2","1","1","1",1800,"4","1","2","2","3","1",200,"1","1","1",30,"3","1","1","1","1","1","2","1","2","2","3","3","1","2","2","3","2","1","AC","3","1","2","1","2","1","2","2","1","2","2","1","1","2","4","1","3","Jatuquira","32",1.87654571814034,"3"
"133",150,"1",46,"1","2","2","1","1",1000,"2","2","1","2","3","1",1000,"1","1","3",20,"2","1","1","5","5","1","2","1","3","3","6","1","1","1","1","3","2","1","AS","3","1","3","1","2","1","2","2","1","2","1","1","2","2","4","1","3","Jatuquira","32",1.87654571814034,"2"
"134",151,"1",35,"1","2","1","3","1",2000,"2","2","2","2","3","1",2000,"1","1","3",30,"3","1","1","1","5","1","1","1","1","2","1","1","1","6","2","3","1","1","CP","1","2","2","1","2","1","2","2","2","2","1","1","2","2","3","1","3","Jatuquira","32",1.87654571814034,"1"
"135",153,"1",22,"1","2","2","9","1",2000,"1","2","1","1","3","1",1800,"1","1","1",30,"2","1","1","6","5","1","6","6","3","2","1","6","1","6","1","3","1","1","ES","3","1","2","2","2","1","2","2","2","2","1","1","2","2","5","1","3","Mallku Originario","39",1.87654571814034,"1"
"136",154,"1",19,"1","2","2","9","1",1200,"1","2","2","1","3","1",800,"1","1","3",202,"1","1","1","6","6","1","1","6","2","2","1","2","1","6","2","3","1","2","ES","3","2","2","1","2","1","2","2","2","2","1","1","2","2","3","1","3","Mallku Originario","39",1.87654571814034,"1"
"137",155,"1",17,"1","2","1","6","1",1200,"2","2","2","1","3","1",1001,"1","1","2",20,"2","1","1","5","5","6","1","6","2","3","3","6","1","6","1","2","1","1","ES","2","2","2","2","2","1","2","2","2","2","1","1","2","2","4","1","3","Mallku Originario","39",1.87654571814034,"2"
"138",156,"1",26,"1","2","1","2","1",2000,"1","2","2","1","3","1",1200,"1","1","3",20,"4","1","3","5","5","1","1","5","1","3","5","2","5","2","1","3","1","1","CP","3","2","1","2","2","1","2","2","2","2","1","1","2","2","3","1","3","Molinos","41",1.87654571814034,"2"
"139",301,"1",17,"1","2","2","9","1",2400,"2","2","2","2","3","1",2500,"1","1","3",100,"5","1","4","4","1","1","3","5","4","5","6","5","4","5","1","2","1","1","ES","7","1","4","1","1","1","1","1","1","1","1","1","2","2","5","4","1","Santa Cruz","70",1.61421206239234,"4"
"140",302,"1",27,"1","2","2","9","1",2200,"4","2","2","2","3","1",1700,"1","2","1",250,"5","2","5","1","4","1","3","5","4","6","5","4","5","5","1","7","2","3","AS","6","1","5","1","1","1","1","1","1","1","1","2","2","2","4","4","1","Santa Cruz","70",1.61421206239234,"4"
"141",303,"1",34,"1","2","2","9","2",2500,"6","2","2","1","3","1",1800,"1","2","1",230,"5","2","5","2","4","2","3","4","3","4","5","4","4","3","2","4","2","1","NP","7","1","5","1","1","1","1","1","1","1","1","2","2","2","5","4","1","Santa Cruz","70",1.61421206239234,"4"
"142",304,"1",18,"1","2","2","9","1",1390,"4","1","2","1","3","1",1800,"1","1","1",185,"5","1","5","4","3","5","3","4","3","5","4","5","4","4","2","3","1","1","ES","4","1","4","1","1","1","1","1","1","1","1","2","2","2","4","4","1","Santa Cruz","70",1.61421206239234,"3"
"143",305,"1",57,"1","1","1","5","1",3500,"2","1","2","2","3","1",3000,"1","2","1",300,"5","2","6","6","4","1","3","4","3","4","5","4","3","4","1","4","2","3","CP","4","1","5","1","1","1","1","1","1","1","1","2","2","2","4","4","1","Santa Cruz","70",1.61421206239234,"4"
"144",306,"1",31,"1","2","2","9","2",5750,"6","2","2","1","3","1",2800,"1","2","1",250,"5","2","7","7","4","1","7","7","5","2","5","4","4","5","1","4","1","1","CP","4","1","3","1","1","1","2","2","2","2","1","2","2","2","5","4","1","Santa Cruz","70",1.61421206239234,"2"
"145",307,"1",27,"1","2","2","9","1",850,"4","1","2","2","3","1",2000,"1","1","2",100,"4","1","5","1","1","3","3","4","3","5","4","3","4","4","2","4","1","1","AC","4","1","4","1","1","1","1","1","1","1","1","2","2","2","4","4","1","Santa Cruz","70",1.61421206239234,"3"
"146",308,"1",48,"1","2","2","9","1",7400,"4","1","2","2","3","1",2000,"2","2","2",200,"4","1","1","4","4","1","3","4","3","4","5","4","4","3","1","4","2","3","NP","4","1","4","1","1","1","2","2","2","2","1","1","2","2","5","4","1","Santa Cruz","70",1.61421206239234,"2"
"147",309,"1",36,"1","2","2","9","1",1900,"4","2","2","1","3","1",1600,"1","1","2",100,"3","1","1","1","4","2","4","4","3","4","5","4","4","3","2","3","2","1","AC","4","1","4","1","1","1","2","2","2","2","1","1","2","2","4","4","1","Santa Cruz","70",1.61421206239234,"2"
"148",310,"1",47,"1","2","2","9","1",1800,"1","2","2","1","3","1",750,"1","1","3",50,"4","1","1","1","1","1","3","1","1","3","3","3","1","6","2","3","2","1","AC","4","1","2","1","1","1","2","2","2","2","2","1","2","2","5","4","1","Santa Cruz","70",1.61421206239234,"1"
"149",311,"1",31,"1","2","2","9","1",1200,"1","1","2","1","3","1",3500,"1","1","1",200,"5","1","6","1","3","3","3","6","7","3","3","2","3","6","1","4","3","1","NP","4","2","3","1","1","1","2","2","1","2","2","1","2","2","5","4","1","Santa Cruz","70",1.61421206239234,"2"
"150",312,"1",29,"1","1","1","3","1",2000,"1","1","2","1","2","1",800,"1","1","2",100,"4","1","1","1","1","6","3","6","1","2","3","2","1","6","2","6","3","1","AS","6","1","2","1","1","1","2","2","2","2","1","1","2","2","3","4","1","Santa Cruz","70",1.61421206239234,"2"
"151",313,"1",23,"1","2","2","9","1",1300,"1","1","2","1","3","1",2200,"1","1","1",200,"4","2","6","1","1","6","3","6","1","3","3","3","1","6","1","6","1","1","ES","5","1","3","1","1","1","2","2","1","2","1","1","2","2","4","4","1","Santa Cruz","70",1.61421206239234,"2"
"152",314,"1",17,"1","2","2","9","1",600,"4","2","2","1","3","1",1200,"1","1","1",50,"4","1","6","6","1","6","3","6","3","3","3","3","1","6","2","2","1","1","ES","6","1","2","1","1","1","2","2","2","2","2","1","2","2","6","4","1","Santa Cruz","70",1.61421206239234,"1"
"153",315,"1",56,"1","2","2","9","1",950,"1","1","2","1","3","1",900,"1","1","1",50,"5","1","1","1","6","1","3","6","1","3","3","3","6","6","2","3","2","1","AC","4","2","2","1","1","1","2","2","2","2","1","1","2","2","7","4","1","Santa Cruz","70",1.61421206239234,"1"
"154",316,"1",35,"1","2","1","3","1",700,"1","2","2","1","2","1",850,"1","1","1",100,"4","1","1","1","1","6","6","6","3","3","3","3","1","6","1","4","3","3","NP","4","2","3","1","1","1","2","2","1","2","2","1","2","2","7","4","1","Santa Cruz","70",1.61421206239234,"3"
"155",317,"1",28,"1","2","2","9","1",1800,"1","2","2","1","3","1",1400,"1","1","2",200,"4","1","6","6","1","1","3","6","7","3","3","3","1","6","1","7","2","1","AS","3","2","4","1","1","1","2","2","1","2","2","2","2","2","6","4","1","Santa Cruz","70",1.61421206239234,"2"
"156",318,"1",16,"1","2","1","2","1",1500,"3","2","2","1","2","1",900,"1","1","1",50,"5","1","1","1","6","3","3","6","1","3","3","3","1","6","2","2","1","1","ES","6","1","2","1","2","1","2","2","2","2","2","1","2","2","4","4","1","Santa Cruz","70",1.61421206239234,"2"
"157",319,"1",44,"1","1","2","9","1",1000,"1","2","2","1","3","1",950,"1","1","3",100,"4","1","1","1","1","5","3","1","3","3","3","3","1","6","1","4","3","1","CP","4","2","3","1","1","1","2","2","2","2","1","1","2","2","3","4","1","Santa Cruz","70",1.61421206239234,"2"
"158",320,"1",37,"1","2","1","5","1",2300,"1","1","2","1","2","1",1000,"1","1","1",200,"4","1","1","1","3","3","5","6","3","3","3","2","3","6","1","4","3","1","NP","4","1","2","1","1","1","2","2","1","2","2","1","2","2","5","4","1","Santa Cruz","70",1.61421206239234,"2"
"159",321,"1",58,"1","2","2","9","1",1100,"1","2","2","2","3","1",500,"1","1","1",50,"4","1","1","1","3","3","1","1","1","3","3","3","3","3","2","6","2","1","AC","4","1","3","1","1","1","2","2","2","2","1","1","1","2","5","4","1","Santa Cruz","70",1.61421206239234,"2"
"160",322,"1",27,"1","2","2","9","1",1350,"1","2","2","2","3","1",1400,"1","1","3",100,"4","1","1","1","1","6","3","6","3","3","3","3","6","6","1","6","2","1","AS","6","1","2","1","1","1","2","2","2","2","2","1","2","2","6","4","1","Santa Cruz","70",1.61421206239234,"1"
"161",323,"1",18,"1","2","2","9","1",900,"2","2","2","1","3","1",1100,"1","1","1",100,"5","1","1","2","6","1","3","1","1","1","1","1","1","1","1","2","1","1","ES","4","1","3","1","1","1","2","2","2","2","1","2","2","2","3","4","1","Santa Cruz","70",1.61421206239234,"2"
"162",324,"1",19,"1","2","2","9","1",1750,"1","2","2","1","3","1",1300,"1","1","2",100,"3","1","1","1","5","1","3","1","1","1","1","1","1","1","2","2","1","1","ES","4","1","3","1","1","1","2","2","2","2","1","1","2","2","3","4","1","Santa Cruz","70",1.61421206239234,"2"
"163",325,"1",41,"1","2","2","9","1",2700,"1","2","1","1","3","1",1400,"1","1","1",100,"5","1","1","1","1","1","3","1","1","2","2","3","2","1","2","4","3","1","NP","4","2","3","1","1","1","2","2","2","2","1","2","2","2","3","4","1","Santa Cruz","70",1.61421206239234,"2"
"164",326,"1",38,"1","2","2","9","2",3350,"6","2","2","1","3","1",2000,"1","1","1",150,"5","1","2","2","2","2","3","2","3","3","2","3","3","2","2","3","3","1","NP","3","2","3","1","1","1","1","1","1","2","1","1","2","2","5","4","1","Santa Cruz","70",1.61421206239234,"3"
"165",327,"1",27,"1","2","1","5","1",3500,"2","1","2","1","3","1",3000,"1","2","1",180,"4","4","1","1","1","1","3","1","1","1","1","1","1","1","1","4","2","1","AS","4","1","4","1","1","1","1","1","1","1","1","1","2","2","4","4","1","Santa Cruz","70",1.61421206239234,"4"
"166",328,"1",54,"1","2","2","9","2",2800,"6","2","2","1","3","2",2100,"1","1","2",180,"5","2","2","3","2","2","3","2","2","3","2","3","2","2","1","3","3","1","NP","3","2","3","1","1","1","2","2","2","2","2","2","2","2","3","4","1","Santa Cruz","70",1.61421206239234,"2"
"167",329,"1",32,"1","2","1","5","1",1500,"1","1","2","2","3","2",1050,"1","1","1",300,"4","1","1","1","1","1","5","1","1","1","1","1","1","1","2","4","3","1","NP","4","2","3","1","1","1","2","2","2","2","2","1","2","2","3","4","1","Santa Cruz","70",1.61421206239234,"2"
