"","NUMBOL","Tipo","P1","P2","P4","P6","P10","P12","P14","P15A","P16","P17","P20","P23","P28","P30","P31A","P32","P33","P34","P35","P36A","P129A","P130A","P131A","P132A","P133A","P134","P135","P136","P137","P138","P139","P140","P148","P149","P150","P151","P152","P153","P154A","P155","P156A","P156B","P156C","P156D","P156E","P156F","P156G","P156H","P156I","P156J","P156K","P157","P158","P159","P160","CodP160","Ponderador5536","Nse"
"1603",17306,"1",45,"1","2","2","9","1",1900,"2","1","1","1","3","1",1500,"1","3","2",100,"5","1","7","1","6","1","1","1","1","1","1","1","1","1","1","4","1","1","NP","4","1","1","1","1","1","1","2","2","2","1","1","1","2","4","9","1","Cobija","16",0.0531862002935249,"3"
"1604",17309,"1",31,"1","2","2","9","1",2500,"1","1","2","1","3","1",1800,"1","1","1",150,"5","2","1","1","1","1","1","1","2","1","1","1","1","1","2","7","1","1","CP","4","4","3","1","1","1","1","2","2","2","1","1","2","2","3","9","1","Cobija","16",0.0531862002935249,"3"
"1605",17310,"1",21,"1","2","1","3","1",1400,"1","1","2","2","3","1",2500,"1","1","2",400,"3","1","1","1","1","1","1","1","1","3","2","2","1","2","1","6","1","1","ES","6","1","2","1","2","1","1","2","2","2","1","2","2","2","6","9","1","Cobija","16",0.0531862002935249,"3"
"1606",17311,"1",42,"1","2","1","7","1",3500,"1","1","2","2","3","1",1500,"1","1","2",200,"3","1","6","6","6","6","6","6","1","1","1","3","2","2","1","8","2","1","NP","8","1","3","1","2","1","1","1","2","1","1","4","2","2","5","9","1","Cobija","16",0.0531862002935249,"4"
"1607",17312,"1",19,"1","2","1","5","1",2700,"1","1","2","1","3","1",1500,"3","3","2",100,"5","1","1","1","1","1","1","1","1","1","1","1","1","1","2","3","1","1","EM","3","2","2","1","2","1","1","2","2","2","1","0","2","2","7","9","1","Cobija","16",0.0531862002935249,"3"
"1608",17327,"1",40,"1","2","2","9","1",2100,"4","2","2","1","3","1",1200,"1","1","2",40,"4","1","6","1","2","3","2","6","6","6","6","6","6","6","1","7","1","1","AS","3","1","2","1","1","1","2","2","1","2","1","1","2","2","6","9","2","Porvenir","50",0.0489831614051707,"2"
"1609",17351,"1",14,"1","2","2","1","1",2800,"1","2","2","2","3","1",2500,"1","1","2",150,"3","1","1","1","1","3","1","6","1","2","3","6","6","6","2","2","1","1","ES","2","1","1","1","2","1","2","2","2","2","1","1","2","2","5","9","3","Villa Rojas","89",0.0601135853047614,"1"
"1610",17360,"1",32,"1","2","1","7","1",3800,"1","2","2","1","3","1",2000,"1","1","2",30,"5","1","6","6","5","1","6","6","2","2","2","2","3","6","1","7","2","1","AS","7","1","2","1","2","1","2","2","2","2","1","1","2","2","4","9","3","Villa Rojas","89",0.0601135853047614,"2"
"1611",17362,"1",35,"1","2","2","9","1",1200,"1","2","2","2","3","1",900,"1","1","1",150,"2","1","1","5","6","1","1","2","2","1","1","3","1","6","2","3","3","1","CP","4","5","1","1","2","1","2","2","2","2","1","1","2","2","7","9","3","Villa Rojas","89",0.0601135853047614,"1"
"1612",17367,"1",32,"1","2","1","3","1",400,"5","2","2","2","3","1",1500,"1","1","2",50,"5","1","1","6","5","1","1","6","1","1","4","2","3","7","2","6","2","1","AS","2","1","3","1","2","1","2","2","2","2","1","1","1","2","4","9","3","Villa Rojas","89",0.0601135853047614,"3"
"1613",17375,"1",31,"1","2","1","4","1",3000,"1","1","2","1","3","1",1500,"1","1","2",80,"5","1","1","1","1","1","1","1","1","1","1","1","1","1","1","3","1","1","AS","3","1","2","1","1","1","2","2","2","2","2","1","2","2","3","9","3","Avaroa","5",0.0601135853047614,"2"
"1614",17376,"1",47,"1","2","2","9","1",1500,"1","2","2","2","3","1",900,"1","1","2",40,"5","1","1","1","1","1","1","1","1","1","1","1","5","6","2","4","1","1","AS","4","1","2","1","1","1","2","2","2","2","2","1","2","2","2","9","3","Avaroa","5",0.0601135853047614,"1"
"1615",17377,"1",24,"1","2","2","9","1",3500,"1","1","2","2","3","1",2800,"1","1","2",150,"5","1","1","1","1","1","1","1","1","1","1","1","1","6","2","6","2","1","AS","6","1","1","1","1","1","2","2","2","2","1","1","2","2","6","9","3","Avaroa","5",0.0601135853047614,"1"
"1616",17378,"1",42,"1","2","2","3","1",2300,"1","1","2","1","3","1",2700,"1","1","2",80,"5","1","1","1","1","1","1","1","1","1","1","1","1","6","1","4","2","1","AS","4","1","3","1","1","1","2","2","2","2","1","1","2","2","3","9","3","Avaroa","5",0.0601135853047614,"2"
"1617",17386,"1",18,"1","2","2","8","1",1500,"5","2","1","1","3","1",700,"1","1","2",30,"3","1","1","1","1","1","1","1","1","1","1","1","6","6","2","2","1","1","AS","2","5","2","1","1","1","2","2","1","2","2","2","1","2","4","9","2","Porvenir","50",0.0489831614051707,"2"
"1618",17389,"1",52,"1","2","1","8","1",4000,"1","1","2","1","3","1",1300,"1","1","2",60,"2","1","1","1","1","1","1","1","1","1","1","3","3","2","2","6","1","1","AC","6","2","2","1","2","1","2","2","2","2","2","1","2","2","4","9","2","Porvenir","50",0.0489831614051707,"2"
"1619",17390,"1",26,"1","2","2","9","1",400,"1","1","2","2","3","1",700,"1","1","1",70,"4","1","2","2","2","2","2","1","1","1","1","1","1","1","1","6","1","1","CP","1","1","1","1","2","2","2","2","2","2","1","1","2","2","8","8","1","Trinidad","83",0.282388815907517,"1"
"1620",17391,"1",20,"1","2","1","6","1",1200,"1","2","2","1","1","1",1500,"1","1","1",30,"3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","AS","1","1","2","1","2","1","2","2","2","2","1","2","1","2","4","8","1","Trinidad","83",0.282388815907517,"2"
"1621",17392,"1",27,"1","2","2","9","1",2000,"1","2","2","2","3","1",1100,"1","1","3",150,"3","1","1","1","1","1","1","6","6","6","6","6","6","6","2","3","2","1","AC","5","1","1","1","2","1","1","2","2","2","1","2","2","2","4","8","1","Trinidad","83",0.282388815907517,"2"
"1622",17393,"1",57,"1","2","2","9","1",400,"1","1","2","1","3","1",550,"1","1","1",60,"3","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","2","1","AC","1","2","1","1","2","1","2","2","2","2","2","1","2","2","7","8","1","Trinidad","83",0.282388815907517,"1"
"1623",17418,"1",20,"1","1","2","9","1",2000,"4","1","2","2","3","1",1300,"1","1","1",20,"4","1","1","1","1","1","1","1","1","2","1","2","2","6","2","2","1","1","AS","3","1","2","2","1","1","1","2","2","2","1","1","2","2","6","9","1","Cobija","16",0.0531862002935249,"2"
"1624",17419,"1",18,"1","1","1","1","1",2000,"4","1","2","2","3","1",1300,"6","1","2",20,"2","1","2","1","6","2","3","1","1","1","1","1","1","1","2","3","1","1","ES","1","1","2","1","2","1","1","2","2","2","1","1","1","2","4","9","1","Cobija","16",0.0531862002935249,"3"
"1625",17421,"1",33,"1","2","1","2","1",1600,"1","1","2","1","3","1",565,"1","1","2",260,"3","3","1","1","4","4","5","6","1","2","3","7","3","6","1","7","2","1","NP","7","1","2","1","1","1","1","2","2","2","1","1","1","2","5","9","1","Cobija","16",0.0531862002935249,"3"
"1626",17429,"1",23,"1","2","1","7","1",4000,"1","1","2","2","3","1",1500,"1","1","2",10,"4","1","1","1","1","1","1","6","6","1","1","1","1","1","2","4","2","1","AS","7","1","4","1","1","1","2","2","1","2","2","1","2","2","2","9","1","Cobija","16",0.0531862002935249,"3"
"1627",17432,"1",23,"1","2","1","2","1",1000,"2","2","2","1","3","1",1500,"1","1","3",20,"3","1","1","1","5","6","5","6","1","1","1","2","5","6","1","4","1","1","ES","4","2","1","1","2","1","2","2","2","1","2","3","2","2","2","9","1","Cobija","16",0.0531862002935249,"2"
"1628",17434,"1",62,"1","2","2","9","1",1200,"1","1","2","2","3","1",300,"1","1","1",150,"4","1","1","1","1","1","1","6","1","1","1","1","1","1","2","1","4","1","RJ","1","4","1","1","1","1","1","2","2","2","1","1","2","2","4","9","1","Cobija","16",0.0531862002935249,"2"
"1629",17435,"1",22,"1","2","1","4","1",4100,"1","1","2","2","3","1",150,"1","2","1",230,"3","1","1","1","1","1","1","5","3","1","5","1","1","5","1","6","2","1","AS","6","1","2","1","1","1","1","1","1","2","2","1","2","2","3","9","1","Cobija","16",0.0531862002935249,"3"
"1630",17439,"1",20,"1","2","1","1","1",5000,"2","1","2","1","3","1",400,"1","1","1",40,"4","1","1","1","1","5","1","1","1","1","1","1","1","1","1","3","1","1","AS","2","1","2","1","1","1","1","2","2","1","2","1","2","2","8","9","1","Cobija","16",0.0531862002935249,"3"
"1631",17440,"1",28,"1","2","2","9","1",1500,"1","1","2","1","3","1",160,"1","1","2",80,"4","1","1","1","1","1","1","1","1","1","1","1","1","1","2","3","2","1","NP","4","2","1","1","1","1","1","2","2","2","1","1","2","2","3","9","1","Cobija","16",0.0531862002935249,"2"
"1632",17444,"1",22,"1","2","1","6","1",3000,"1","1","2","2","3","1",4000,"1","1","1",80,"4","1","6","6","6","6","6","1","6","2","3","3","1","6","1","6","1","1","AS","6","1","2","1","1","1","2","1","2","1","2","1","2","2","5","9","1","Cobija","16",0.0531862002935249,"2"
"1633",17446,"1",45,"1","2","1","7","1",800,"1","1","1","1","3","1",500,"1","1","2",10,"5","1","1","1","1","1","1","6","7","1","1","7","1","6","1","5","3","1","AS","5","1","2","1","1","1","1","2","2","2","1","2","2","2","4","9","1","Cobija","16",0.0531862002935249,"3"
"1634",17450,"1",23,"1","2","2","1","1",1500,"2","1","2","1","3","1",1500,"1","2","2",80,"5","3","6","1","6","6","6","6","5","6","4","3","2","6","2","5","1","1","AS","4","1","3","1","1","1","1","2","2","1","2","2","2","2","5","9","1","Cobija","16",0.0531862002935249,"3"
"1635",17451,"1",34,"1","1","1","5","1",1800,"1","1","2","1","2","1",1400,"1","1","2",40,"4","1","1","5","5","1","1","1","1","1","1","1","1","6","2","8","2","1","PI","8","1","3","1","1","1","1","2","1","2","1","2","1","2","3","9","1","Cobija","16",0.0531862002935249,"4"
"1636",17452,"1",37,"1","2","2","7","1",600,"1","1","2","2","3","1",2000,"1","1","2",280,"4","1","1","1","1","1","5","6","1","1","1","1","1","6","2","3","1","1","NP","8","1","6","1","1","1","1","2","1","1","2","2","1","2","4","9","1","Cobija","16",0.0531862002935249,"4"
"1637",17453,"1",39,"1","1","1","6","1",1800,"1","2","2","1","3","1",550,"1","1","1",30,"4","1","1","1","1","1","1","1","1","1","1","1","1","6","2","4","1","1","NP","4","1","3","1","2","1","2","2","2","1","2","1","2","2","2","9","1","Cobija","16",0.0531862002935249,"2"
"1638",17456,"1",21,"1","2","2","2","1",2500,"1","1","1","1","3","1",1500,"1","1","2",180,"5","1","1","5","1","5","1","6","1","1","1","2","4","2","1","3","1","1","NP","3","1","7","1","1","1","1","1","1","1","2","2","2","2","6","9","1","Cobija","16",0.0531862002935249,"4"
"1639",17457,"1",26,"1","2","1","6","1",3200,"1","1","2","1","2","1",1100,"1","2","1",10,"5","1","1","1","1","1","6","1","2","1","3","1","1","2","1","6","1","1","NP","3","1","3","2","1","1","1","2","1","2","1","2","1","2","4","9","1","Cobija","16",0.0531862002935249,"4"
"1640",17458,"1",22,"1","2","2","6","1",5000,"1","1","2","1","3","1",1000,"1","2","2",30,"5","1","1","6","5","7","1","1","2","1","3","2","4","1","2","2","2","1","NP","2","1","1","1","1","1","1","1","1","1","1","2","1","2","5","9","1","Cobija","16",0.0531862002935249,"3"
"1641",17463,"1",24,"1","2","1","7","1",1200,"4","1","2","1","3","1",3500,"1","1","2",80,"3","1","5","1","1","1","1","5","5","5","5","5","5","6","1","3","1","1","ES","7","1","6","2","1","1","2","2","2","2","1","2","1","2","4","9","1","Cobija","16",0.0531862002935249,"3"
"1642",17466,"1",30,"1","2","1","1","1",5000,"2","1","2","2","2","1",1600,"1","1","2",280,"4","1","1","4","1","1","1","6","1","3","4","7","5","6","1","4","2","1","AS","4","1","5","1","1","1","2","2","2","2","1","1","1","2","4","9","1","Cobija","16",0.0531862002935249,"3"
"1643",17467,"1",38,"1","2","2","6","1",2360,"1","1","2","1","3","1",1100,"1","1","2",100,"3","3","6","1","6","1","7","5","1","5","1","6","3","6","2","6","2","1","SB","3","2","1","1","1","1","1","2","2","2","2","1","2","2","5","9","1","Cobija","16",0.0531862002935249,"2"
"1644",17469,"1",41,"1","2","1","5","1",2800,"1","1","2","1","3","1",1400,"1","1","2",280,"3","1","1","1","6","1","6","1","1","1","1","1","1","1","2","7","2","1","AC","6","2","5","1","1","1","1","1","2","2","1","2","1","1","3","9","1","Cobija","16",0.0531862002935249,"5"
"1645",17470,"1",35,"1","1","1","8","1",3500,"1","1","2","2","2","1",2600,"1","1","2",80,"3","1","1","7","5","1","1","1","2","3","1","6","1","2","2","7","1","1","SB","7","1","3","1","1","1","1","2","1","1","1","2","1","1","3","9","1","Cobija","16",0.0531862002935249,"5"
"1646",17471,"1",18,"1","1","1","6","1",2600,"2","1","2","1","2","1",1000,"3","1","2",180,"5","1","6","1","1","7","2","6","2","3","5","6","6","6","1","3","1","1","ES","2","1","2","1","1","1","2","1","1","1","1","2","2","2","1","9","1","Cobija","16",0.0531862002935249,"3"
"1647",17472,"1",43,"1","1","1","7","1",3800,"1","1","2","2","2","1",2500,"1","1","2",180,"3","1","1","2","1","5","1","1","2","3","1","4","1","1","2","4","2","1","NP","4","1","3","1","2","1","1","1","1","2","1","3","1","1","4","9","1","Cobija","16",0.0531862002935249,"5"
"1648",17473,"1",27,"1","1","1","7","1",2000,"1","1","2","1","2","1",200,"1","1","2",10,"3","3","1","1","1","1","1","1","1","1","1","1","1","1","2","6","1","1","AS","6","1","2","1","2","1","1","2","2","1","1","1","2","2","4","9","1","Cobija","16",0.0531862002935249,"3"
"1649",17474,"1",44,"1","2","2","9","1",2000,"1","2","1","2","3","1",1000,"1","1","2",80,"3","1","1","1","1","1","1","1","1","1","1","1","1","1","2","3","1","1","AS","3","1","2","1","1","1","1","2","2","2","1","1","2","2","4","9","1","Cobija","16",0.0531862002935249,"2"
"1650",17475,"1",28,"1","2","2","9","1",1600,"1","1","2","1","3","1",120,"1","1","2",80,"4","1","1","1","1","1","1","1","1","1","1","1","1","1","2","3","1","1","NP","4","2","1","1","1","1","1","2","2","2","1","1","2","2","3","9","1","Cobija","16",0.0531862002935249,"2"
"1651",17476,"1",20,"1","2","1","3","1",5500,"2","1","2","1","3","1",400,"1","1","1",40,"3","1","1","1","1","5","1","1","1","1","1","1","1","1","1","6","1","1","AS","2","1","2","1","1","1","1","2","2","1","2","1","2","2","4","9","1","Cobija","16",0.0531862002935249,"3"
"1652",17482,"1",17,"1","2","2","9","1",7000,"1","1","2","1","3","1",600,"2","1","2",50,"5","1","2","2","2","2","2","4","1","2","4","1","1","3","2","3","2","1","CP","3","1","1","1","2","1","1","1","2","2","1","0","2","2","3","9","1","Cobija","16",0.0531862002935249,"3"
"1653",17483,"1",26,"1","2","2","9","1",1800,"2","1","2","1","3","1",1500,"2","3","2",60,"5","4","1","1","1","1","1","1","6","3","1","6","3","6","2","6","2","1","AC","6","3","2","1","2","1","2","2","2","2","2","2","2","2","3","9","1","Cobija","16",0.0531862002935249,"2"
"1654",17484,"1",35,"1","2","2","9","1",4000,"1","1","2","1","3","1",1000,"8","1","2",280,"4","1","4","4","4","4","4","4","4","1","4","4","3","1","1","8","2","1","AS","8","1","4","1","1","1","1","2","2","2","2","1","2","2","4","9","1","Cobija","16",0.0531862002935249,"3"
"1655",17486,"1",32,"1","2","1","7","1",5500,"2","1","2","2","1","1",600,"1","1","2",80,"4","1","6","5","5","5","5","5","1","1","1","1","5","5","1","7","2","1","NP","7","1","4","1","1","1","1","1","1","2","1","1","1","2","5","9","1","Cobija","16",0.0531862002935249,"5"
"1656",17488,"1",23,"1","2","2","9","1",4000,"1","1","2","2","3","1",1200,"1","1","2",100,"5","1","1","1","6","6","1","1","1","1","1","1","5","6","1","6","1","1","ES","6","1","3","1","1","1","1","1","2","2","1","2","2","2","6","9","1","Cobija","16",0.0531862002935249,"3"
"1657",17489,"1",19,"1","2","2","9","1",2000,"1","1","2","1","3","1",700,"1","1","2",180,"5","1","5","5","5","6","1","5","5","1","1","6","1","1","1","3","1","1","ES","3","2","2","1","2","1","1","2","2","2","2","2","2","2","5","9","1","Cobija","16",0.0531862002935249,"2"
"1658",17490,"1",41,"1","2","2","9","1",1200,"1","2","2","2","3","1",500,"1","1","2",10,"5","1","1","1","5","6","1","1","1","1","1","1","1","6","2","4","2","1","AS","4","1","2","1","1","1","1","1","2","2","1","2","2","2","7","9","1","Cobija","16",0.0531862002935249,"3"
"1659",17493,"1",22,"1","2","1","6","1",2000,"1","1","2","1","3","1",200,"1","1","2",280,"2","1","1","1","1","6","6","1","6","3","1","2","3","5","2","3","1","1","NP","3","1","3","1","2","1","2","2","2","2","2","1","2","2","5","9","1","Cobija","16",0.0531862002935249,"2"
"1660",17494,"1",37,"1","2","2","9","1",1000,"2","1","2","1","3","1",1300,"1","1","2",40,"4","1","1","1","1","1","1","1","4","1","1","4","3","7","1","4","2","1","AS","4","1","1","1","2","1","2","2","2","2","1","1","2","2","4","9","1","Cobija","16",0.0531862002935249,"1"
"1661",17510,"1",31,"1","2","1","4","1",400,"5","2","2","2","3","1",1000,"1","1","2",30,"5","1","1","6","5","1","1","6","1","1","4","2","3","7","2","6","2","1","AS","2","1","3","1","2","1","2","2","2","2","1","1","1","2","4","9","3","Villa Rojas","89",0.0601135853047614,"3"
"1662",17513,"1",46,"1","2","2","9","1",1500,"1","2","2","2","3","1",600,"1","1","2",20,"5","1","1","1","1","1","1","1","1","1","1","1","5","6","2","4","1","1","AS","4","1","2","1","1","1","2","2","2","2","2","1","2","2","2","9","3","Avaroa","5",0.0601135853047614,"1"
"1663",3,"2",33,"2","2","1","9","1",1000,"1","2","2","1","3","1",400,"1","1","2",40,"5","1","1","1","1","1","2","7","1","1","1","2","3","2","1","3","2","1","CP","3","1","2","1","1","1","2","2","2","2","1","1","2","2","6","1","1","La Paz","33",6.42499373647591,"2"
"1664",15,"2",58,"2","1","2","9","1",3280,"1","2","2","1","3","1",600,"1","1","3",50,"4","1","1","1","1","1","8","1","1","7","1","7","7","7","2","5","4","1","AC","5","5","3","1","1","1","2","1","1","2","1","2","2","2","3","1","1","La Paz","33",6.42499373647591,"3"
"1665",33,"2",59,"2","2","1","2","1",1000,"1","1","2","1","3","1",100,"1","1","3",50,"3","3","1","1","1","1","1","2","1","3","1","7","1","2","1","8","2","1","AS","7","1","1","1","1","1","2","2","1","2","1","1","2","2","5","1","1","El Alto","24",6.42499373647591,"3"
"1666",57,"2",57,"2","2","2","9","1",800,"4","2","2","1","3","1",1200,"1","1","2",50,"3","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","AC","3","2","1","2","2","1","2","2","2","2","1","1","2","2","6","1","2","Tumarapi","84",5.91725867770488,"1"
"1667",58,"2",28,"2","1","2","9","1",650,"2","2","2","1","2","1",550,"1","1","2",40,"3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","3","2","2","CP","3","2","1","1","2","1","2","2","2","2","1","1","2","2","5","1","3","Villa Viluyo","90",7.26183496712818,"1"
"1668",304,"2",69,"2","2","2","9","1",1800,"1","2","2","2","3","1",100,"1","1","2",100,"4","4","1","1","1","1","1","1","3","3","3","2","1","1","1","5","2","1","RJ","4","3","3","1","1","1","2","2","2","2","1","1","2","2","5","4","1","Santa Cruz","70",6.24665921310855,"2"
"1669",309,"2",64,"2","2","2","9","1",2600,"1","2","1","1","3","1",1800,"1","1","1",100,"4","3","1","3","1","1","1","1","3","1","1","3","1","2","1","4","1","1","RJ","4","4","2","1","1","1","1","1","1","1","1","3","2","2","3","4","1","Santa Cruz","70",6.24665921310855,"3"
"1670",310,"2",39,"2","2","1","9","1",3500,"1","2","1","1","3","1",1500,"1","1","1",100,"4","1","1","2","1","1","3","1","3","2","1","2","1","1","1","3","2","1","AS","4","1","4","1","1","1","1","2","2","2","1","1","2","2","4","4","2","Roboré","60",5.75301703806887,"3"
"1671",311,"2",41,"2","2","2","9","1",3500,"4","2","1","1","3","1",2500,"2","1","1",100,"5","1","1","3","3","1","1","3","2","1","1","2","1","1","2","3","2","1","NP","4","1","4","1","1","1","2","2","2","2","1","2","2","2","4","4","2","Roboré","60",5.75301703806887,"2"
"1672",312,"2",49,"2","2","2","9","1",3000,"1","2","1","1","3","1",1700,"1","1","1",150,"5","1","1","1","1","1","2","1","1","1","1","1","1","1","1","3","2","1","PI","1","1","4","1","1","1","2","2","2","2","1","1","2","2","4","4","2","Puerto Quijarro","54",5.75301703806887,"1"
"1673",314,"2",64,"2","2","2","9","1",1500,"1","2","1","1","3","1",1700,"1","1","2",100,"5","1","1","1","1","1","2","1","1","1","1","1","1","1","2","2","4","3","NP","2","1","2","1","1","1","1","2","2","2","1","1","2","2","4","4","2","Puerto Quijarro","54",5.75301703806887,"2"
